Order Date,Ship Mode,Number of Records,Days to Ship Actual,Days to Ship Scheduled
13/6/2013,Second Class,1,4,3
13/6/2013,Standard Class,1,4,6
13/6/2013,Standard Class,1,4,6
13/6/2013,Second Class,1,4,3
13/6/2013,Second Class,1,4,3
13/6/2013,Second Class,1,4,3
13/6/2013,Second Class,1,4,3
13/6/2013,Second Class,1,4,3
13/6/2013,Standard Class,1,5,6
13/6/2013,Standard Class,1,5,6
13/6/2013,Standard Class,1,5,6
14/6/2013,Second Class,1,2,3
14/6/2013,Second Class,1,3,3
14/6/2013,Standard Class,1,4,6
15/6/2013,Same Day,1,0,0
15/6/2013,Same Day,1,0,0
15/6/2013,First Class,1,3,1
15/6/2013,First Class,1,3,1
15/6/2013,First Class,1,3,1
15/6/2013,First Class,1,3,1
15/6/2013,First Class,1,3,1
15/6/2013,First Class,1,3,1
15/6/2013,Standard Class,1,4,6
15/6/2013,Standard Class,1,7,6
16/6/2013,First Class,1,3,1
17/6/2013,Second Class,1,2,3
17/6/2013,Second Class,1,3,3
17/6/2013,Standard Class,1,6,6
18/6/2013,First Class,1,1,1
18/6/2013,First Class,1,1,1
18/6/2013,First Class,1,1,1
18/6/2013,First Class,1,1,1
18/6/2013,First Class,1,1,1
18/6/2013,First Class,1,1,1
18/6/2013,First Class,1,1,1
18/6/2013,First Class,1,2,1
18/6/2013,First Class,1,2,1
18/6/2013,First Class,1,2,1
18/6/2013,First Class,1,2,1
18/6/2013,First Class,1,2,1
18/6/2013,Second Class,1,3,3
18/6/2013,Standard Class,1,5,6
18/6/2013,Standard Class,1,5,6
18/6/2013,Standard Class,1,5,6
18/6/2013,Standard Class,1,5,6
18/6/2013,Standard Class,1,6,6
19/6/2013,Second Class,1,2,3
19/6/2013,Second Class,1,2,3
19/6/2013,Second Class,1,2,3
19/6/2013,First Class,1,3,1
20/6/2013,First Class,1,1,1
21/6/2013,First Class,1,1,1
21/6/2013,First Class,1,1,1
21/6/2013,First Class,1,1,1
21/6/2013,First Class,1,1,1
21/6/2013,First Class,1,1,1
21/6/2013,Standard Class,1,4,6
21/6/2013,Standard Class,1,4,6
21/6/2013,Standard Class,1,4,6
21/6/2013,Standard Class,1,4,6
21/6/2013,Standard Class,1,5,6
21/6/2013,Second Class,1,5,3
21/6/2013,Second Class,1,5,3
21/6/2013,Standard Class,1,5,6
21/6/2013,Standard Class,1,5,6
21/6/2013,Standard Class,1,5,6
21/6/2013,Standard Class,1,6,6
21/6/2013,Standard Class,1,6,6
22/6/2013,Standard Class,1,4,6
22/6/2013,Standard Class,1,5,6
22/6/2013,Standard Class,1,5,6
22/6/2013,Standard Class,1,5,6
24/6/2013,Second Class,1,2,3
24/6/2013,Second Class,1,2,3
24/6/2013,Second Class,1,2,3
24/6/2013,Second Class,1,2,3
24/6/2013,Second Class,1,4,3
24/6/2013,Standard Class,1,5,6
24/6/2013,Standard Class,1,5,6
24/6/2013,Standard Class,1,5,6
24/6/2013,Standard Class,1,5,6
24/6/2013,Standard Class,1,5,6
24/6/2013,Standard Class,1,7,6
25/6/2013,Second Class,1,2,3
25/6/2013,Second Class,1,2,3
25/6/2013,Second Class,1,2,3
25/6/2013,Standard Class,1,4,6
25/6/2013,Standard Class,1,5,6
25/6/2013,Standard Class,1,6,6
26/6/2013,Second Class,1,2,3
26/6/2013,Second Class,1,2,3
26/6/2013,Standard Class,1,4,6
26/6/2013,Standard Class,1,4,6
26/6/2013,Standard Class,1,4,6
26/6/2013,Standard Class,1,4,6
27/6/2013,Same Day,1,0,0
27/6/2013,Same Day,1,0,0
27/6/2013,Same Day,1,0,0
27/6/2013,Same Day,1,0,0
27/6/2013,Same Day,1,0,0
27/6/2013,Same Day,1,0,0
27/6/2013,Second Class,1,3,3
27/6/2013,Standard Class,1,4,6
27/6/2013,Standard Class,1,6,6
27/6/2013,Standard Class,1,6,6
27/6/2013,Standard Class,1,6,6
27/6/2013,Standard Class,1,6,6
27/6/2013,Standard Class,1,6,6
27/6/2013,Standard Class,1,7,6
27/6/2013,Standard Class,1,7,6
27/6/2013,Standard Class,1,7,6
28/6/2013,Second Class,1,2,3
28/6/2013,Standard Class,1,4,6
28/6/2013,Standard Class,1,4,6
29/6/2013,Same Day,1,0,0
29/6/2013,Same Day,1,0,0
29/6/2013,Second Class,1,2,3
29/6/2013,Second Class,1,2,3
29/6/2013,Second Class,1,2,3
29/6/2013,Second Class,1,2,3
29/6/2013,Second Class,1,2,3
29/6/2013,Second Class,1,4,3
30/6/2013,Second Class,1,4,3
1/7/2013,Second Class,1,2,3
1/7/2013,Second Class,1,2,3
1/7/2013,Second Class,1,3,3
2/7/2013,Same Day,1,0,0
2/7/2013,Same Day,1,0,0
2/7/2013,Same Day,1,0,0
2/7/2013,Same Day,1,0,0
2/7/2013,Same Day,1,0,0
2/7/2013,Same Day,1,0,0
2/7/2013,First Class,1,1,1
2/7/2013,First Class,1,2,1
3/7/2013,First Class,1,1,1
3/7/2013,First Class,1,1,1
3/7/2013,Second Class,1,5,3
3/7/2013,Standard Class,1,6,6
4/7/2013,Same Day,1,0,0
4/7/2013,First Class,1,3,1
4/7/2013,First Class,1,3,1
4/7/2013,Standard Class,1,4,6
5/7/2013,Same Day,1,0,0
5/7/2013,Same Day,1,0,0
5/7/2013,Same Day,1,0,0
5/7/2013,First Class,1,2,1
5/7/2013,First Class,1,2,1
5/7/2013,First Class,1,2,1
5/7/2013,First Class,1,2,1
8/7/2013,Second Class,1,2,3
8/7/2013,Second Class,1,2,3
8/7/2013,Second Class,1,2,3
8/7/2013,Standard Class,1,4,6
8/7/2013,Second Class,1,4,3
8/7/2013,Second Class,1,4,3
8/7/2013,Second Class,1,4,3
8/7/2013,Second Class,1,4,3
8/7/2013,Standard Class,1,5,6
8/7/2013,Standard Class,1,6,6
8/7/2013,Standard Class,1,6,6
8/7/2013,Standard Class,1,6,6
8/7/2013,Standard Class,1,6,6
8/7/2013,Standard Class,1,6,6
8/7/2013,Standard Class,1,6,6
9/7/2013,Same Day,1,0,0
9/7/2013,Same Day,1,0,0
9/7/2013,Second Class,1,2,3
9/7/2013,Second Class,1,2,3
9/7/2013,Standard Class,1,4,6
9/7/2013,Standard Class,1,4,6
9/7/2013,Standard Class,1,4,6
9/7/2013,Standard Class,1,4,6
9/7/2013,Standard Class,1,4,6
9/7/2013,Standard Class,1,6,6
9/7/2013,Standard Class,1,6,6
10/7/2013,Standard Class,1,4,6
10/7/2013,Standard Class,1,4,6
11/7/2013,Same Day,1,0,0
11/7/2013,Same Day,1,1,0
11/7/2013,Standard Class,1,4,6
11/7/2013,Standard Class,1,4,6
11/7/2013,Standard Class,1,6,6
13/7/2013,Standard Class,1,7,6
15/7/2013,Same Day,1,0,0
15/7/2013,First Class,1,2,1
15/7/2013,Second Class,1,2,3
15/7/2013,First Class,1,3,1
15/7/2013,Standard Class,1,4,6
15/7/2013,Second Class,1,4,3
15/7/2013,Second Class,1,4,3
15/7/2013,Second Class,1,4,3
15/7/2013,Standard Class,1,4,6
15/7/2013,Second Class,1,4,3
15/7/2013,Second Class,1,4,3
15/7/2013,Second Class,1,4,3
15/7/2013,Second Class,1,4,3
15/7/2013,Second Class,1,4,3
15/7/2013,Standard Class,1,4,6
15/7/2013,Standard Class,1,4,6
15/7/2013,Standard Class,1,5,6
15/7/2013,Standard Class,1,5,6
16/7/2013,Standard Class,1,5,6
16/7/2013,Standard Class,1,5,6
16/7/2013,Standard Class,1,6,6
17/7/2013,Second Class,1,2,3
17/7/2013,Second Class,1,4,3
17/7/2013,Second Class,1,4,3
17/7/2013,Second Class,1,4,3
17/7/2013,Second Class,1,4,3
17/7/2013,Second Class,1,4,3
17/7/2013,Second Class,1,4,3
17/7/2013,Standard Class,1,5,6
17/7/2013,Standard Class,1,5,6
17/7/2013,Standard Class,1,5,6
17/7/2013,Standard Class,1,6,6
17/7/2013,Standard Class,1,6,6
18/7/2013,Standard Class,1,4,6
18/7/2013,Standard Class,1,4,6
18/7/2013,Standard Class,1,4,6
18/7/2013,Second Class,1,5,3
18/7/2013,Second Class,1,5,3
18/7/2013,Standard Class,1,5,6
18/7/2013,Standard Class,1,5,6
18/7/2013,Standard Class,1,5,6
18/7/2013,Standard Class,1,5,6
18/7/2013,Standard Class,1,5,6
18/7/2013,Standard Class,1,5,6
18/7/2013,Second Class,1,5,3
18/7/2013,Second Class,1,5,3
18/7/2013,Second Class,1,5,3
18/7/2013,Standard Class,1,5,6
18/7/2013,Second Class,1,5,3
18/7/2013,Second Class,1,5,3
19/7/2013,Standard Class,1,4,6
19/7/2013,Standard Class,1,4,6
19/7/2013,Standard Class,1,4,6
19/7/2013,Standard Class,1,4,6
19/7/2013,Standard Class,1,5,6
19/7/2013,Standard Class,1,5,6
19/7/2013,Second Class,1,5,3
19/7/2013,Standard Class,1,6,6
19/7/2013,Standard Class,1,6,6
19/7/2013,Standard Class,1,6,6
19/7/2013,Standard Class,1,6,6
19/7/2013,Standard Class,1,6,6
20/7/2013,First Class,1,2,1
20/7/2013,First Class,1,2,1
20/7/2013,Standard Class,1,6,6
20/7/2013,Standard Class,1,6,6
20/7/2013,Standard Class,1,6,6
20/7/2013,Standard Class,1,6,6
20/7/2013,Standard Class,1,6,6
20/7/2013,Standard Class,1,6,6
21/7/2013,Second Class,1,3,3
22/7/2013,Same Day,1,0,0
22/7/2013,Same Day,1,0,0
22/7/2013,Same Day,1,0,0
22/7/2013,Same Day,1,0,0
22/7/2013,Second Class,1,2,3
22/7/2013,Standard Class,1,5,6
22/7/2013,Standard Class,1,5,6
22/7/2013,Standard Class,1,5,6
22/7/2013,Standard Class,1,5,6
23/7/2013,Second Class,1,2,3
23/7/2013,Standard Class,1,4,6
23/7/2013,Standard Class,1,4,6
23/7/2013,Standard Class,1,4,6
23/7/2013,Standard Class,1,4,6
23/7/2013,Standard Class,1,4,6
23/7/2013,Standard Class,1,4,6
23/7/2013,Standard Class,1,4,6
23/7/2013,Standard Class,1,4,6
23/7/2013,Standard Class,1,5,6
23/7/2013,Standard Class,1,5,6
23/7/2013,Standard Class,1,7,6
24/7/2013,First Class,1,3,1
24/7/2013,Standard Class,1,4,6
24/7/2013,Standard Class,1,4,6
24/7/2013,Standard Class,1,4,6
24/7/2013,Standard Class,1,4,6
24/7/2013,Standard Class,1,5,6
24/7/2013,Standard Class,1,5,6
24/7/2013,Standard Class,1,5,6
24/7/2013,Standard Class,1,5,6
24/7/2013,Standard Class,1,5,6
25/7/2013,First Class,1,1,1
25/7/2013,Second Class,1,2,3
26/7/2013,Same Day,1,0,0
26/7/2013,First Class,1,1,1
26/7/2013,Second Class,1,2,3
26/7/2013,First Class,1,2,1
26/7/2013,Second Class,1,3,3
26/7/2013,Second Class,1,3,3
26/7/2013,Second Class,1,3,3
26/7/2013,Second Class,1,3,3
26/7/2013,Second Class,1,3,3
26/7/2013,Standard Class,1,4,6
26/7/2013,Standard Class,1,4,6
26/7/2013,Standard Class,1,4,6
26/7/2013,Standard Class,1,4,6
26/7/2013,Standard Class,1,4,6
26/7/2013,Standard Class,1,4,6
26/7/2013,Standard Class,1,6,6
26/7/2013,Standard Class,1,6,6
26/7/2013,Standard Class,1,6,6
26/7/2013,Standard Class,1,6,6
29/7/2013,First Class,1,1,1
29/7/2013,First Class,1,1,1
29/7/2013,First Class,1,1,1
29/7/2013,Standard Class,1,4,6
29/7/2013,Standard Class,1,4,6
29/7/2013,Standard Class,1,6,6
29/7/2013,Standard Class,1,6,6
29/7/2013,Standard Class,1,6,6
30/7/2013,First Class,1,2,1
30/7/2013,Standard Class,1,4,6
30/7/2013,Standard Class,1,5,6
30/7/2013,Standard Class,1,5,6
31/7/2013,First Class,1,3,1
31/7/2013,Standard Class,1,5,6
31/7/2013,Standard Class,1,5,6
31/7/2013,Standard Class,1,5,6
1/8/2013,Standard Class,1,5,6
1/8/2013,Standard Class,1,6,6
1/8/2013,Standard Class,1,6,6
1/8/2013,Standard Class,1,6,6
1/8/2013,Standard Class,1,6,6
2/8/2013,Same Day,1,0,0
2/8/2013,Same Day,1,0,0
2/8/2013,Second Class,1,2,3
2/8/2013,Second Class,1,4,3
3/8/2013,Second Class,1,2,3
3/8/2013,Second Class,1,2,3
3/8/2013,Second Class,1,2,3
4/8/2013,Second Class,1,2,3
4/8/2013,Second Class,1,2,3
5/8/2013,First Class,1,1,1
5/8/2013,Second Class,1,2,3
5/8/2013,Second Class,1,2,3
5/8/2013,Second Class,1,2,3
5/8/2013,Standard Class,1,4,6
5/8/2013,Standard Class,1,4,6
5/8/2013,Standard Class,1,4,6
5/8/2013,Standard Class,1,4,6
6/8/2013,Standard Class,1,6,6
7/8/2013,First Class,1,1,1
7/8/2013,Standard Class,1,5,6
7/8/2013,Standard Class,1,7,6
8/8/2013,Standard Class,1,4,6
9/8/2013,Second Class,1,2,3
9/8/2013,Second Class,1,2,3
9/8/2013,Standard Class,1,5,6
9/8/2013,Standard Class,1,6,6
9/8/2013,Standard Class,1,7,6
9/8/2013,Standard Class,1,7,6
9/8/2013,Standard Class,1,7,6
10/8/2013,First Class,1,3,1
10/8/2013,First Class,1,3,1
10/8/2013,First Class,1,3,1
10/8/2013,Standard Class,1,5,6
10/8/2013,Standard Class,1,5,6
12/8/2013,Standard Class,1,5,6
12/8/2013,Standard Class,1,5,6
12/8/2013,Standard Class,1,5,6
13/8/2013,Same Day,1,0,0
13/8/2013,Second Class,1,2,3
13/8/2013,Second Class,1,3,3
13/8/2013,Standard Class,1,4,6
13/8/2013,Standard Class,1,4,6
13/8/2013,Second Class,1,5,3
13/8/2013,Second Class,1,5,3
14/8/2013,Same Day,1,0,0
14/8/2013,Same Day,1,0,0
14/8/2013,First Class,1,3,1
14/8/2013,First Class,1,3,1
14/8/2013,Second Class,1,4,3
14/8/2013,Second Class,1,4,3
14/8/2013,Second Class,1,5,3
14/8/2013,Second Class,1,5,3
14/8/2013,Standard Class,1,6,6
14/8/2013,Standard Class,1,6,6
15/8/2013,First Class,1,2,1
15/8/2013,Standard Class,1,4,6
15/8/2013,Standard Class,1,4,6
15/8/2013,Standard Class,1,4,6
15/8/2013,Standard Class,1,4,6
15/8/2013,Standard Class,1,4,6
16/8/2013,Second Class,1,2,3
16/8/2013,Second Class,1,5,3
16/8/2013,Standard Class,1,5,6
16/8/2013,Second Class,1,5,3
16/8/2013,Standard Class,1,6,6
16/8/2013,Standard Class,1,6,6
16/8/2013,Standard Class,1,7,6
16/8/2013,Standard Class,1,7,6
16/8/2013,Standard Class,1,7,6
16/8/2013,Standard Class,1,7,6
17/8/2013,First Class,1,3,1
17/8/2013,Standard Class,1,4,6
17/8/2013,Standard Class,1,6,6
18/8/2013,Standard Class,1,4,6
19/8/2013,Second Class,1,2,3
19/8/2013,Second Class,1,2,3
19/8/2013,First Class,1,2,1
19/8/2013,First Class,1,2,1
19/8/2013,Second Class,1,5,3
19/8/2013,Standard Class,1,6,6
20/8/2013,First Class,1,1,1
20/8/2013,First Class,1,1,1
20/8/2013,First Class,1,1,1
21/8/2013,First Class,1,3,1
22/8/2013,Second Class,1,2,3
22/8/2013,Second Class,1,3,3
22/8/2013,Standard Class,1,4,6
22/8/2013,Standard Class,1,6,6
22/8/2013,Standard Class,1,6,6
22/8/2013,Standard Class,1,7,6
22/8/2013,Standard Class,1,7,6
22/8/2013,Standard Class,1,7,6
22/8/2013,Standard Class,1,7,6
22/8/2013,Standard Class,1,7,6
22/8/2013,Standard Class,1,7,6
22/8/2013,Standard Class,1,7,6
23/8/2013,First Class,1,1,1
23/8/2013,Standard Class,1,4,6
23/8/2013,Standard Class,1,4,6
23/8/2013,Standard Class,1,5,6
23/8/2013,Standard Class,1,6,6
23/8/2013,Standard Class,1,6,6
23/8/2013,Standard Class,1,6,6
23/8/2013,Standard Class,1,7,6
24/8/2013,Standard Class,1,4,6
24/8/2013,Standard Class,1,4,6
24/8/2013,Standard Class,1,4,6
24/8/2013,Standard Class,1,6,6
24/8/2013,Standard Class,1,6,6
24/8/2013,Standard Class,1,6,6
24/8/2013,Standard Class,1,6,6
24/8/2013,Standard Class,1,7,6
24/8/2013,Standard Class,1,7,6
24/8/2013,Standard Class,1,7,6
24/8/2013,Standard Class,1,7,6
24/8/2013,Standard Class,1,7,6
24/8/2013,Standard Class,1,7,6
24/8/2013,Standard Class,1,7,6
24/8/2013,Standard Class,1,7,6
24/8/2013,Standard Class,1,7,6
27/8/2013,First Class,1,1,1
27/8/2013,First Class,1,1,1
27/8/2013,First Class,1,2,1
27/8/2013,First Class,1,2,1
27/8/2013,Second Class,1,2,3
27/8/2013,First Class,1,2,1
27/8/2013,First Class,1,3,1
27/8/2013,Second Class,1,3,3
27/8/2013,Standard Class,1,4,6
27/8/2013,Standard Class,1,4,6
27/8/2013,Standard Class,1,5,6
27/8/2013,Standard Class,1,5,6
27/8/2013,Standard Class,1,5,6
27/8/2013,Standard Class,1,7,6
27/8/2013,Standard Class,1,7,6
27/8/2013,Standard Class,1,7,6
27/8/2013,Standard Class,1,7,6
27/8/2013,Standard Class,1,7,6
27/8/2013,Standard Class,1,7,6
27/8/2013,Standard Class,1,7,6
28/8/2013,Second Class,1,2,3
28/8/2013,Second Class,1,2,3
28/8/2013,Second Class,1,5,3
28/8/2013,Standard Class,1,5,6
28/8/2013,Standard Class,1,5,6
28/8/2013,Standard Class,1,5,6
28/8/2013,Standard Class,1,5,6
28/8/2013,Second Class,1,5,3
28/8/2013,Second Class,1,5,3
28/8/2013,Second Class,1,5,3
28/8/2013,Second Class,1,5,3
28/8/2013,Second Class,1,5,3
28/8/2013,Standard Class,1,6,6
29/8/2013,First Class,1,2,1
29/8/2013,First Class,1,3,1
29/8/2013,First Class,1,3,1
29/8/2013,First Class,1,3,1
29/8/2013,Standard Class,1,5,6
29/8/2013,Standard Class,1,5,6
30/8/2013,Standard Class,1,4,6
30/8/2013,Standard Class,1,4,6
30/8/2013,Standard Class,1,4,6
30/8/2013,Standard Class,1,5,6
30/8/2013,Standard Class,1,5,6
30/8/2013,Standard Class,1,5,6
30/8/2013,Standard Class,1,5,6
30/8/2013,Standard Class,1,5,6
30/8/2013,Standard Class,1,6,6
31/8/2013,First Class,1,2,1
31/8/2013,First Class,1,2,1
31/8/2013,First Class,1,2,1
31/8/2013,First Class,1,2,1
31/8/2013,First Class,1,2,1
31/8/2013,Standard Class,1,7,6
31/8/2013,Standard Class,1,7,6
1/9/2013,Standard Class,1,6,6
2/9/2013,First Class,1,2,1
2/9/2013,First Class,1,2,1
2/9/2013,First Class,1,2,1
2/9/2013,First Class,1,2,1
2/9/2013,Second Class,1,2,3
2/9/2013,First Class,1,2,1
2/9/2013,First Class,1,3,1
2/9/2013,Standard Class,1,4,6
2/9/2013,Standard Class,1,4,6
2/9/2013,Standard Class,1,4,6
2/9/2013,Standard Class,1,4,6
2/9/2013,Standard Class,1,4,6
2/9/2013,Standard Class,1,4,6
2/9/2013,Standard Class,1,4,6
2/9/2013,Standard Class,1,4,6
2/9/2013,Standard Class,1,4,6
2/9/2013,Standard Class,1,6,6
2/9/2013,Standard Class,1,6,6
2/9/2013,Standard Class,1,6,6
2/9/2013,Standard Class,1,6,6
3/9/2013,Same Day,1,0,0
3/9/2013,Same Day,1,0,0
3/9/2013,First Class,1,2,1
3/9/2013,First Class,1,2,1
3/9/2013,Second Class,1,3,3
3/9/2013,Second Class,1,3,3
3/9/2013,Standard Class,1,4,6
3/9/2013,Standard Class,1,4,6
3/9/2013,Standard Class,1,4,6
3/9/2013,Standard Class,1,4,6
3/9/2013,Standard Class,1,4,6
3/9/2013,Standard Class,1,4,6
3/9/2013,Standard Class,1,4,6
3/9/2013,Standard Class,1,4,6
3/9/2013,Standard Class,1,4,6
3/9/2013,Standard Class,1,4,6
3/9/2013,Standard Class,1,4,6
3/9/2013,Standard Class,1,4,6
3/9/2013,Standard Class,1,4,6
3/9/2013,Standard Class,1,4,6
3/9/2013,Second Class,1,5,3
3/9/2013,Second Class,1,5,3
3/9/2013,Standard Class,1,6,6
3/9/2013,Standard Class,1,6,6
3/9/2013,Standard Class,1,6,6
3/9/2013,Standard Class,1,6,6
4/9/2013,First Class,1,2,1
4/9/2013,First Class,1,2,1
4/9/2013,First Class,1,2,1
4/9/2013,First Class,1,3,1
4/9/2013,Standard Class,1,4,6
4/9/2013,Second Class,1,5,3
4/9/2013,Second Class,1,5,3
4/9/2013,Second Class,1,5,3
4/9/2013,Second Class,1,5,3
4/9/2013,Standard Class,1,5,6
4/9/2013,Standard Class,1,6,6
4/9/2013,Standard Class,1,6,6
4/9/2013,Standard Class,1,7,6
5/9/2013,Same Day,1,0,0
5/9/2013,Same Day,1,0,0
5/9/2013,Second Class,1,3,3
5/9/2013,Second Class,1,3,3
5/9/2013,Second Class,1,3,3
5/9/2013,Standard Class,1,4,6
5/9/2013,Standard Class,1,4,6
5/9/2013,Standard Class,1,4,6
5/9/2013,Standard Class,1,4,6
5/9/2013,Standard Class,1,4,6
5/9/2013,Standard Class,1,4,6
5/9/2013,Standard Class,1,4,6
5/9/2013,Standard Class,1,4,6
5/9/2013,Standard Class,1,4,6
5/9/2013,Standard Class,1,5,6
5/9/2013,Standard Class,1,5,6
5/9/2013,Standard Class,1,5,6
5/9/2013,Standard Class,1,5,6
6/9/2013,First Class,1,1,1
6/9/2013,First Class,1,1,1
6/9/2013,First Class,1,1,1
6/9/2013,First Class,1,1,1
6/9/2013,Second Class,1,2,3
6/9/2013,Second Class,1,2,3
6/9/2013,First Class,1,2,1
6/9/2013,Second Class,1,2,3
6/9/2013,Second Class,1,2,3
6/9/2013,Second Class,1,2,3
6/9/2013,Second Class,1,2,3
6/9/2013,Second Class,1,2,3
6/9/2013,Second Class,1,2,3
6/9/2013,Second Class,1,2,3
6/9/2013,Second Class,1,2,3
6/9/2013,Second Class,1,2,3
6/9/2013,Second Class,1,2,3
6/9/2013,Second Class,1,2,3
6/9/2013,Second Class,1,2,3
6/9/2013,First Class,1,2,1
6/9/2013,Standard Class,1,4,6
6/9/2013,Standard Class,1,4,6
6/9/2013,Standard Class,1,4,6
6/9/2013,Standard Class,1,4,6
6/9/2013,Standard Class,1,4,6
6/9/2013,Standard Class,1,5,6
6/9/2013,Standard Class,1,5,6
6/9/2013,Second Class,1,5,3
6/9/2013,Standard Class,1,5,6
6/9/2013,Standard Class,1,5,6
6/9/2013,Standard Class,1,5,6
6/9/2013,Standard Class,1,5,6
6/9/2013,Standard Class,1,6,6
6/9/2013,Standard Class,1,6,6
6/9/2013,Standard Class,1,6,6
6/9/2013,Standard Class,1,6,6
6/9/2013,Standard Class,1,6,6
6/9/2013,Standard Class,1,6,6
7/9/2013,First Class,1,2,1
7/9/2013,Second Class,1,3,3
7/9/2013,Second Class,1,3,3
7/9/2013,Standard Class,1,5,6
7/9/2013,Standard Class,1,5,6
7/9/2013,Standard Class,1,5,6
7/9/2013,Standard Class,1,6,6
7/9/2013,Standard Class,1,6,6
9/9/2013,Same Day,1,0,0
9/9/2013,Second Class,1,2,3
9/9/2013,Second Class,1,2,3
9/9/2013,Second Class,1,2,3
9/9/2013,First Class,1,2,1
9/9/2013,Second Class,1,2,3
9/9/2013,Second Class,1,2,3
9/9/2013,Second Class,1,2,3
9/9/2013,Standard Class,1,4,6
9/9/2013,Standard Class,1,4,6
9/9/2013,Standard Class,1,4,6
9/9/2013,Standard Class,1,4,6
9/9/2013,Standard Class,1,5,6
9/9/2013,Standard Class,1,5,6
9/9/2013,Standard Class,1,6,6
9/9/2013,Standard Class,1,6,6
9/9/2013,Standard Class,1,6,6
9/9/2013,Standard Class,1,6,6
9/9/2013,Standard Class,1,7,6
9/9/2013,Standard Class,1,7,6
9/9/2013,Standard Class,1,7,6
10/9/2013,First Class,1,2,1
10/9/2013,Second Class,1,4,3
10/9/2013,Second Class,1,5,3
11/9/2013,Second Class,1,2,3
11/9/2013,Second Class,1,2,3
11/9/2013,Second Class,1,4,3
11/9/2013,Standard Class,1,4,6
11/9/2013,Standard Class,1,4,6
11/9/2013,Standard Class,1,4,6
11/9/2013,Standard Class,1,4,6
11/9/2013,Second Class,1,4,3
11/9/2013,Second Class,1,4,3
11/9/2013,Second Class,1,4,3
11/9/2013,Standard Class,1,5,6
12/9/2013,Second Class,1,2,3
12/9/2013,First Class,1,2,1
12/9/2013,First Class,1,2,1
12/9/2013,First Class,1,2,1
12/9/2013,Second Class,1,2,3
12/9/2013,First Class,1,3,1
12/9/2013,Standard Class,1,5,6
12/9/2013,Standard Class,1,5,6
12/9/2013,Standard Class,1,5,6
12/9/2013,Standard Class,1,5,6
12/9/2013,Standard Class,1,6,6
12/9/2013,Standard Class,1,6,6
12/9/2013,Standard Class,1,6,6
12/9/2013,Standard Class,1,6,6
12/9/2013,Standard Class,1,6,6
12/9/2013,Standard Class,1,6,6
12/9/2013,Standard Class,1,6,6
13/9/2013,Same Day,1,1,0
13/9/2013,Same Day,1,1,0
13/9/2013,Second Class,1,2,3
13/9/2013,Second Class,1,2,3
13/9/2013,Second Class,1,2,3
13/9/2013,Second Class,1,2,3
13/9/2013,Standard Class,1,4,6
13/9/2013,Standard Class,1,4,6
13/9/2013,Standard Class,1,4,6
13/9/2013,Standard Class,1,4,6
13/9/2013,Standard Class,1,5,6
13/9/2013,Standard Class,1,5,6
13/9/2013,Standard Class,1,5,6
13/9/2013,Standard Class,1,5,6
13/9/2013,Standard Class,1,6,6
14/9/2013,Standard Class,1,5,6
14/9/2013,Standard Class,1,5,6
14/9/2013,Standard Class,1,5,6
14/9/2013,Standard Class,1,5,6
14/9/2013,Standard Class,1,5,6
14/9/2013,Standard Class,1,5,6
14/9/2013,Standard Class,1,5,6
14/9/2013,Standard Class,1,5,6
14/9/2013,Standard Class,1,5,6
14/9/2013,Standard Class,1,5,6
15/9/2013,Standard Class,1,4,6
15/9/2013,Standard Class,1,4,6
15/9/2013,Standard Class,1,4,6
16/9/2013,Standard Class,1,4,6
16/9/2013,Standard Class,1,5,6
16/9/2013,Standard Class,1,5,6
16/9/2013,Standard Class,1,5,6
16/9/2013,Standard Class,1,5,6
16/9/2013,Standard Class,1,5,6
16/9/2013,Standard Class,1,5,6
17/9/2013,First Class,1,2,1
17/9/2013,Standard Class,1,6,6
17/9/2013,Standard Class,1,6,6
17/9/2013,Standard Class,1,6,6
18/9/2013,Second Class,1,3,3
18/9/2013,Standard Class,1,4,6
18/9/2013,Standard Class,1,4,6
18/9/2013,Standard Class,1,5,6
18/9/2013,Standard Class,1,5,6
18/9/2013,Standard Class,1,5,6
18/9/2013,Standard Class,1,5,6
18/9/2013,Standard Class,1,5,6
18/9/2013,Standard Class,1,5,6
18/9/2013,Standard Class,1,5,6
18/9/2013,Standard Class,1,5,6
18/9/2013,Standard Class,1,6,6
18/9/2013,Standard Class,1,6,6
18/9/2013,Standard Class,1,6,6
19/9/2013,First Class,1,2,1
19/9/2013,First Class,1,2,1
19/9/2013,First Class,1,2,1
19/9/2013,Standard Class,1,4,6
19/9/2013,Standard Class,1,4,6
19/9/2013,Standard Class,1,4,6
19/9/2013,Standard Class,1,4,6
19/9/2013,Standard Class,1,4,6
19/9/2013,Standard Class,1,4,6
19/9/2013,Standard Class,1,5,6
19/9/2013,Standard Class,1,5,6
19/9/2013,Standard Class,1,5,6
19/9/2013,Standard Class,1,5,6
19/9/2013,Standard Class,1,7,6
19/9/2013,Standard Class,1,7,6
20/9/2013,Same Day,1,0,0
20/9/2013,Same Day,1,0,0
20/9/2013,First Class,1,2,1
20/9/2013,First Class,1,2,1
20/9/2013,First Class,1,2,1
20/9/2013,First Class,1,2,1
20/9/2013,First Class,1,3,1
20/9/2013,First Class,1,3,1
20/9/2013,Standard Class,1,4,6
20/9/2013,Standard Class,1,4,6
20/9/2013,Standard Class,1,4,6
20/9/2013,Second Class,1,4,3
