Category,Order Date,Region,Profit,Quantity,Sales
Office Supplies,31/7/2013,Central,-14,3,9
Furniture,1/8/2013,West,-32,7,863
Furniture,1/8/2013,Central,30,3,273
Office Supplies,1/8/2013,Central,72,4,283
Technology,1/8/2013,Central,165,4,636
Technology,1/8/2013,Central,33,1,119
Office Supplies,2/8/2013,West,14,2,46
Technology,2/8/2013,West,91,2,1040
Furniture,2/8/2013,East,3,2,19
Office Supplies,2/8/2013,Central,7,2,20
Furniture,3/8/2013,West,15,2,136
Office Supplies,3/8/2013,West,5,2,13
Technology,3/8/2013,West,33,3,334
Office Supplies,4/8/2013,Central,38,3,82
Technology,4/8/2013,Central,23,12,167
Office Supplies,5/8/2013,Central,-7,5,4
Office Supplies,5/8/2013,West,4,3,12
Office Supplies,5/8/2013,West,7,3,21
Technology,5/8/2013,West,30,2,302
Furniture,5/8/2013,South,46,9,110
Office Supplies,5/8/2013,South,2,1,4
Office Supplies,5/8/2013,South,5,2,10
Office Supplies,5/8/2013,South,11,2,35
Office Supplies,6/8/2013,South,59,7,197
Office Supplies,7/8/2013,East,33,2,71
Office Supplies,7/8/2013,East,16,9,38
Technology,7/8/2013,West,18,4,211
Technology,8/8/2013,West,86,3,180
Office Supplies,9/8/2013,Central,4,4,11
Office Supplies,9/8/2013,Central,18,3,54
Office Supplies,9/8/2013,South,0,3,23
Office Supplies,9/8/2013,Central,5,2,11
Furniture,9/8/2013,West,13,2,513
Office Supplies,9/8/2013,West,137,6,488
Office Supplies,9/8/2013,West,5,5,15
Office Supplies,10/8/2013,South,64,4,570
Office Supplies,10/8/2013,South,10,9,31
Technology,10/8/2013,South,4,2,45
Office Supplies,10/8/2013,South,-8,5,12
Office Supplies,10/8/2013,South,-3,3,4
Office Supplies,12/8/2013,Central,19,7,42
Office Supplies,12/8/2013,Central,36,2,78
Office Supplies,12/8/2013,Central,16,5,32
Office Supplies,13/8/2013,Central,3,1,6
Office Supplies,13/8/2013,East,3,4,37
Technology,13/8/2013,Central,52,7,1400
Furniture,13/8/2013,South,-256,7,562
Furniture,13/8/2013,East,-8,2,146
Furniture,13/8/2013,East,-66,2,209
Office Supplies,13/8/2013,East,286,6,1591
Office Supplies,14/8/2013,South,5,2,17
Technology,14/8/2013,South,15,2,72
Office Supplies,14/8/2013,South,11,4,22
Office Supplies,14/8/2013,South,52,7,104
Office Supplies,14/8/2013,South,-8,8,11
Office Supplies,14/8/2013,South,3,3,10
Furniture,14/8/2013,Central,24,2,242
Office Supplies,14/8/2013,Central,4,3,9
Office Supplies,14/8/2013,Central,-153,1,59
Office Supplies,14/8/2013,Central,-35,2,185
Office Supplies,15/8/2013,South,5,3,16
Office Supplies,15/8/2013,West,8,3,16
Technology,15/8/2013,West,36,6,106
Technology,15/8/2013,East,49,5,280
Technology,15/8/2013,East,-56,2,260
Technology,15/8/2013,East,-49,2,247
Furniture,16/8/2013,South,23,2,225
Office Supplies,16/8/2013,West,2,1,3
Technology,16/8/2013,South,71,7,706
Technology,16/8/2013,West,7,3,72
Office Supplies,16/8/2013,West,12,3,122
Office Supplies,16/8/2013,West,-14,3,19
Furniture,16/8/2013,West,44,3,312
Office Supplies,16/8/2013,West,18,4,38
Office Supplies,16/8/2013,West,3,3,18
Technology,16/8/2013,West,10,3,166
Furniture,17/8/2013,West,12,2,161
Office Supplies,17/8/2013,West,5,3,11
Office Supplies,17/8/2013,West,16,5,32
Office Supplies,18/8/2013,West,6,4,16
Furniture,19/8/2013,Central,-2,4,5
Furniture,19/8/2013,Central,-4,3,10
Office Supplies,19/8/2013,Central,-3,1,2
Office Supplies,19/8/2013,Central,30,8,84
Office Supplies,19/8/2013,East,99,9,355
Technology,19/8/2013,East,12,1,40
Office Supplies,20/8/2013,East,9,5,25
Office Supplies,20/8/2013,East,90,2,277
Office Supplies,20/8/2013,East,55,6,147
Technology,21/8/2013,Central,4,2,15
Furniture,22/8/2013,East,-340,9,815
Office Supplies,22/8/2013,West,12,10,33
Furniture,22/8/2013,East,64,7,573
Office Supplies,22/8/2013,South,3,4,9
Office Supplies,22/8/2013,South,4,2,28
Furniture,22/8/2013,West,180,9,2887
Office Supplies,22/8/2013,West,5,2,13
Office Supplies,22/8/2013,West,21,9,48
Office Supplies,22/8/2013,West,6,2,13
Technology,22/8/2013,West,92,3,255
Technology,22/8/2013,West,-8,2,32
Technology,22/8/2013,West,-21,5,92
Furniture,23/8/2013,West,10,3,98
Office Supplies,23/8/2013,Central,-7,2,4
Office Supplies,23/8/2013,West,9,3,19
Office Supplies,23/8/2013,West,-18,8,26
Office Supplies,23/8/2013,East,9,2,114
Office Supplies,23/8/2013,East,-3,2,3
Office Supplies,23/8/2013,East,45,2,134
Office Supplies,23/8/2013,West,2,2,6
Office Supplies,24/8/2013,East,281,5,1041
Office Supplies,24/8/2013,East,9,5,21
Office Supplies,24/8/2013,East,8,6,29
Office Supplies,24/8/2013,Central,18,3,38
Office Supplies,24/8/2013,Central,12,4,25
Office Supplies,24/8/2013,Central,4,1,15
Technology,24/8/2013,Central,1,2,2
Furniture,24/8/2013,West,-40,6,533
Furniture,24/8/2013,Central,-10,3,23
Office Supplies,24/8/2013,West,11,5,43
Office Supplies,24/8/2013,West,64,5,136
Office Supplies,24/8/2013,West,17,6,35
Office Supplies,24/8/2013,West,0,4,16
Office Supplies,24/8/2013,Central,-173,8,727
Technology,24/8/2013,West,63,3,838
Technology,24/8/2013,Central,-33,7,666
Office Supplies,27/8/2013,West,5,3,10
Office Supplies,27/8/2013,West,70,5,155
Furniture,27/8/2013,Central,-29,6,1025
Office Supplies,27/8/2013,South,11,1,31
Office Supplies,27/8/2013,West,4,2,8
Technology,27/8/2013,Central,44,2,160
Furniture,27/8/2013,West,100,4,1603
Office Supplies,27/8/2013,West,3,1,6
Furniture,27/8/2013,South,41,3,187
Technology,27/8/2013,Central,15,3,48
Office Supplies,27/8/2013,East,46,8,147
Technology,27/8/2013,East,87,5,250
Technology,27/8/2013,East,8,6,33
Furniture,27/8/2013,Central,99,4,448
Office Supplies,27/8/2013,Central,3,3,9
Office Supplies,27/8/2013,Central,6,2,12
Office Supplies,27/8/2013,East,2,3,5
Technology,27/8/2013,Central,163,3,480
Technology,27/8/2013,Central,59,3,210
Technology,27/8/2013,East,13,2,48
Office Supplies,28/8/2013,Central,28,5,80
Office Supplies,28/8/2013,Central,1,1,14
Furniture,28/8/2013,East,21,1,245
Office Supplies,28/8/2013,Central,1,1,4
Office Supplies,28/8/2013,Central,2,1,5
Office Supplies,28/8/2013,Central,6,4,55
Office Supplies,28/8/2013,Central,-11,5,52
Office Supplies,28/8/2013,East,14,5,29
Office Supplies,28/8/2013,East,5,4,12
Office Supplies,28/8/2013,East,37,9,82
Office Supplies,28/8/2013,East,60,3,123
Technology,28/8/2013,East,29,3,60
Office Supplies,28/8/2013,South,3,4,9
Office Supplies,29/8/2013,East,-12,8,18
Furniture,29/8/2013,Central,-53,2,156
Office Supplies,29/8/2013,Central,-22,9,13
Office Supplies,29/8/2013,Central,-17,4,10
Office Supplies,29/8/2013,West,6,3,15
Technology,29/8/2013,West,8,3,109
Office Supplies,30/8/2013,Central,-3,3,2
Office Supplies,30/8/2013,Central,23,7,65
Technology,30/8/2013,Central,-11,3,96
Furniture,30/8/2013,East,-82,4,164
Furniture,30/8/2013,East,-56,4,242
Office Supplies,30/8/2013,East,-3,2,3
Office Supplies,30/8/2013,East,-2,7,11
Office Supplies,30/8/2013,East,8,3,28
Technology,30/8/2013,East,6,4,22
Furniture,31/8/2013,East,-259,4,787
Office Supplies,31/8/2013,East,-28,6,38
Office Supplies,31/8/2013,East,34,10,100
Office Supplies,31/8/2013,East,3,2,54
Technology,31/8/2013,East,-68,3,291
Furniture,31/8/2013,West,16,4,47
Technology,31/8/2013,West,42,5,340
Office Supplies,1/9/2013,Central,2,2,24
Office Supplies,2/9/2013,East,1,1,3
Office Supplies,2/9/2013,East,1415,4,4355
Office Supplies,2/9/2013,East,12,2,25
Office Supplies,2/9/2013,East,23,4,49
Office Supplies,2/9/2013,West,6,1,13
Technology,2/9/2013,East,2,1,7
Office Supplies,2/9/2013,West,11,2,22
Office Supplies,2/9/2013,Central,71,4,377
Office Supplies,2/9/2013,Central,3,2,12
Office Supplies,2/9/2013,Central,14,4,30
Office Supplies,2/9/2013,Central,13,5,26
Office Supplies,2/9/2013,Central,11,5,24
Office Supplies,2/9/2013,East,5,7,17
Office Supplies,2/9/2013,East,10,6,30
Technology,2/9/2013,Central,2,1,9
Technology,2/9/2013,East,-5,2,24
Furniture,2/9/2013,East,61,3,192
Office Supplies,2/9/2013,East,3,3,11
Technology,2/9/2013,East,206,6,469
Technology,2/9/2013,East,30,2,72
Office Supplies,3/9/2013,Central,4,2,8
Office Supplies,3/9/2013,Central,1,1,2
Furniture,3/9/2013,Central,-76,2,84
Office Supplies,3/9/2013,West,12,3,47
Furniture,3/9/2013,West,-3,3,216
Office Supplies,3/9/2013,West,31,3,66
Furniture,3/9/2013,East,10,2,40
Furniture,3/9/2013,South,-150,3,473
Furniture,3/9/2013,West,31,9,95
Furniture,3/9/2013,West,28,3,569
Office Supplies,3/9/2013,East,20,2,75
Office Supplies,3/9/2013,South,35,9,309
Office Supplies,3/9/2013,South,3,4,19
Office Supplies,3/9/2013,South,-13,5,17
Office Supplies,3/9/2013,South,-18,7,23
Office Supplies,3/9/2013,West,5,7,19
Office Supplies,3/9/2013,West,3,1,7
Office Supplies,3/9/2013,West,1,3,24
Technology,3/9/2013,South,304,3,1013
Technology,3/9/2013,West,68,4,1091
Office Supplies,3/9/2013,Central,-13,8,9
Technology,3/9/2013,Central,34,5,160
Office Supplies,3/9/2013,Central,10,5,29
Office Supplies,3/9/2013,Central,-8,2,35
Technology,3/9/2013,Central,-19,3,1363
Technology,3/9/2013,West,450,2,1000
Office Supplies,4/9/2013,East,22,7,48
Office Supplies,4/9/2013,East,-761,5,1141
Technology,4/9/2013,East,-47,3,281
Office Supplies,4/9/2013,South,41,8,87
Furniture,4/9/2013,Central,0,4,199
Furniture,4/9/2013,East,31,3,345
Furniture,4/9/2013,East,4,2,15
Office Supplies,4/9/2013,East,6,2,13
Office Supplies,4/9/2013,East,27,8,58
Office Supplies,4/9/2013,East,11,6,31
Furniture,4/9/2013,Central,-90,3,84
Office Supplies,4/9/2013,Central,-15,3,9
Office Supplies,4/9/2013,Central,14,5,55
Furniture,5/9/2013,West,9,3,24
Technology,5/9/2013,West,945,5,2800
Office Supplies,5/9/2013,South,9,2,87
Office Supplies,5/9/2013,South,8,2,32
Office Supplies,5/9/2013,South,4,3,12
Furniture,5/9/2013,East,25,1,64
Furniture,5/9/2013,South,17,3,43
Office Supplies,5/9/2013,Central,8,2,17
Office Supplies,5/9/2013,East,20,5,61
Office Supplies,5/9/2013,East,7,4,23
Office Supplies,5/9/2013,South,3,3,5
Office Supplies,5/9/2013,South,55,6,114
Office Supplies,5/9/2013,South,5,4,130
Technology,5/9/2013,Central,67,5,280
Office Supplies,5/9/2013,Central,7,3,62
Office Supplies,5/9/2013,Central,1,1,4
Office Supplies,5/9/2013,South,115,5,240
Office Supplies,5/9/2013,Central,161,3,535
Office Supplies,6/9/2013,West,4,2,12
Office Supplies,6/9/2013,West,2,2,4
Office Supplies,6/9/2013,West,46,2,96
Technology,6/9/2013,Central,81,3,278
Furniture,6/9/2013,Central,29,3,243
Furniture,6/9/2013,Central,4,1,12
Furniture,6/9/2013,Central,-12,3,21
Furniture,6/9/2013,East,10,2,83
Office Supplies,6/9/2013,Central,11,7,22
Office Supplies,6/9/2013,Central,42,4,91
Office Supplies,6/9/2013,Central,21,3,71
Office Supplies,6/9/2013,Central,23,3,195
Office Supplies,6/9/2013,South,-63,7,86
Office Supplies,6/9/2013,South,8,3,23
Office Supplies,6/9/2013,South,3,3,10
Office Supplies,6/9/2013,Central,5,8,16
Office Supplies,6/9/2013,Central,4,2,10
Office Supplies,6/9/2013,Central,9,5,26
Technology,6/9/2013,South,7,2,109
Technology,6/9/2013,East,12,4,44
Furniture,6/9/2013,East,-63,3,887
Furniture,6/9/2013,East,-19,2,71
Furniture,6/9/2013,East,12,9,58
Office Supplies,6/9/2013,East,1,3,8
Office Supplies,6/9/2013,East,-7,5,10
Furniture,6/9/2013,South,314,3,1653
Office Supplies,6/9/2013,South,12,2,25
Office Supplies,6/9/2013,Central,3,2,9
Office Supplies,6/9/2013,Central,-166,3,63
Office Supplies,6/9/2013,Central,27,3,108
Office Supplies,6/9/2013,Central,4,9,28
Technology,6/9/2013,West,29,8,116
Furniture,6/9/2013,East,-1,2,85
Furniture,6/9/2013,Central,-25,7,348
Office Supplies,6/9/2013,Central,-18,3,93
Office Supplies,6/9/2013,East,-6,6,9
Office Supplies,6/9/2013,East,-7,2,9
Office Supplies,6/9/2013,East,92,4,192
Office Supplies,7/9/2013,Central,1,1,11
Furniture,7/9/2013,East,90,3,722
Technology,7/9/2013,East,11,2,32
Office Supplies,7/9/2013,South,-2,2,3
Office Supplies,7/9/2013,South,30,3,96
Office Supplies,7/9/2013,Central,23,6,78
Office Supplies,7/9/2013,Central,15,4,42
Technology,7/9/2013,Central,37,2,330
Furniture,9/9/2013,West,-13,1,146
Furniture,9/9/2013,Central,-317,4,2396
Office Supplies,9/9/2013,Central,-33,4,131
Office Supplies,9/9/2013,Central,4,3,36
Office Supplies,9/9/2013,East,62,1,207
Office Supplies,9/9/2013,West,23,4,67
Office Supplies,9/9/2013,West,12,2,33
Technology,9/9/2013,Central,1,2,58
Office Supplies,9/9/2013,South,23,3,65
Office Supplies,9/9/2013,Central,6,2,70
Technology,9/9/2013,South,8,4,35
Technology,9/9/2013,Central,22,5,60
Furniture,9/9/2013,West,15,1,43
Office Supplies,9/9/2013,West,14,7,31
Furniture,9/9/2013,Central,-8,2,14
Furniture,9/9/2013,Central,-301,3,601
Furniture,9/9/2013,East,14,3,174
Office Supplies,9/9/2013,East,7,4,15
Office Supplies,9/9/2013,West,4,2,15
Office Supplies,9/9/2013,West,15,8,34
Office Supplies,9/9/2013,West,65,2,262
Office Supplies,10/9/2013,East,5,2,15
Office Supplies,10/9/2013,West,19,4,55
Furniture,10/9/2013,Central,-12,4,15
Office Supplies,11/9/2013,West,90,2,277
Office Supplies,11/9/2013,South,8,3,68
Furniture,11/9/2013,Central,-34,5,301
Office Supplies,11/9/2013,West,14,3,40
Office Supplies,11/9/2013,West,4,3,14
Office Supplies,11/9/2013,West,3,2,7
Office Supplies,11/9/2013,West,40,2,82
Office Supplies,11/9/2013,East,3,1,7
Office Supplies,11/9/2013,East,9,2,59
Technology,11/9/2013,Central,54,5,720
Technology,11/9/2013,South,58,7,520
Office Supplies,12/9/2013,East,3,2,8
Office Supplies,12/9/2013,West,1,2,3
Office Supplies,12/9/2013,West,3,2,10
Office Supplies,12/9/2013,West,7,4,21
Technology,12/9/2013,East,-158,9,729
Technology,12/9/2013,Central,63,5,225
Office Supplies,12/9/2013,Central,-3,3,2
Office Supplies,12/9/2013,Central,2,2,6
Office Supplies,12/9/2013,South,5,1,11
Technology,12/9/2013,South,752,8,1600
Office Supplies,12/9/2013,Central,34,2,100
Office Supplies,12/9/2013,West,13,2,40
Office Supplies,12/9/2013,West,4,1,8
Office Supplies,12/9/2013,West,7,3,333
Office Supplies,12/9/2013,East,-18,3,22
Office Supplies,12/9/2013,East,4,5,38
Technology,12/9/2013,West,636,13,3347
Furniture,13/9/2013,West,5,4,83
Technology,13/9/2013,West,9,3,147
Furniture,13/9/2013,West,53,2,467
Furniture,13/9/2013,West,4,4,15
Furniture,13/9/2013,West,2,1,15
Office Supplies,13/9/2013,West,2,3,6
Furniture,13/9/2013,East,15,2,40
Office Supplies,13/9/2013,West,8,4,21
Office Supplies,13/9/2013,West,5,3,10
Office Supplies,13/9/2013,West,5,3,11
Furniture,13/9/2013,South,307,4,1059
Office Supplies,13/9/2013,South,5,3,11
Office Supplies,13/9/2013,South,1,5,68
Technology,13/9/2013,South,2,3,21
Office Supplies,13/9/2013,Central,32,3,69
Furniture,14/9/2013,Central,388,14,1336
Office Supplies,14/9/2013,Central,136,2,378
Office Supplies,14/9/2013,Central,7,5,14
Office Supplies,14/9/2013,Central,9,3,18
Office Supplies,14/9/2013,Central,8,3,18
Office Supplies,14/9/2013,Central,101,6,373
Office Supplies,14/9/2013,Central,0,3,41
Office Supplies,14/9/2013,Central,5,2,17
Technology,14/9/2013,Central,42,5,150
Technology,14/9/2013,Central,0,3,30
Office Supplies,15/9/2013,East,253,2,674
Office Supplies,15/9/2013,South,12,4,26
Technology,15/9/2013,East,131,3,438
Office Supplies,16/9/2013,East,2,1,5
Furniture,16/9/2013,West,260,3,1128
Office Supplies,16/9/2013,West,13,5,35
Office Supplies,16/9/2013,West,16,7,49
Office Supplies,16/9/2013,West,10,5,21
Office Supplies,16/9/2013,East,295,2,842
Office Supplies,16/9/2013,West,7,4,20
Furniture,17/9/2013,South,30,2,122
Furniture,17/9/2013,West,-13,2,274
Office Supplies,17/9/2013,West,5,4,17
Office Supplies,17/9/2013,West,6,2,13
Office Supplies,18/9/2013,East,-63,5,295
Furniture,18/9/2013,West,10,2,114
Technology,18/9/2013,West,8,2,106
Furniture,18/9/2013,East,6,3,15
Furniture,18/9/2013,East,61,3,192
Furniture,18/9/2013,East,34,2,109
Office Supplies,18/9/2013,East,78,5,232
Office Supplies,18/9/2013,West,7,3,20
Office Supplies,18/9/2013,West,3,1,6
Technology,18/9/2013,East,131,3,438
Technology,18/9/2013,West,8,2,74
Office Supplies,18/9/2013,Central,12,5,33
Office Supplies,18/9/2013,West,6,4,12
Technology,18/9/2013,South,190,4,396
Furniture,19/9/2013,East,-7,2,99
Furniture,19/9/2013,East,2,3,5
Office Supplies,19/9/2013,East,0,1,3
Furniture,19/9/2013,South,-167,4,383
Furniture,19/9/2013,West,-100,9,886
Furniture,19/9/2013,West,50,2,802
Office Supplies,19/9/2013,South,1,1,3
Office Supplies,19/9/2013,West,181,9,369
Technology,19/9/2013,West,24,2,240
Furniture,19/9/2013,South,84,1,351
Office Supplies,19/9/2013,East,2,1,5
Office Supplies,19/9/2013,South,6,2,13
Office Supplies,19/9/2013,South,117,4,900
Furniture,19/9/2013,East,140,2,632
Furniture,19/9/2013,East,26,3,61
Furniture,20/9/2013,Central,-50,2,701
Office Supplies,20/9/2013,Central,-3,2,2
Furniture,20/9/2013,East,244,4,872
Office Supplies,20/9/2013,East,24,3,50
Office Supplies,20/9/2013,East,8,3,17
Office Supplies,20/9/2013,East,482,9,1606
Furniture,20/9/2013,East,4,3,26
Office Supplies,20/9/2013,East,17,2,70
Office Supplies,20/9/2013,South,0,2,5
Office Supplies,20/9/2013,West,74,7,160
Office Supplies,20/9/2013,West,3,2,9
Office Supplies,20/9/2013,East,13,6,25
Office Supplies,20/9/2013,East,8,3,28
Technology,20/9/2013,South,107,5,250
Office Supplies,20/9/2013,West,4,3,12
Office Supplies,20/9/2013,West,2,3,6
Furniture,21/9/2013,West,41,2,164
Office Supplies,21/9/2013,Central,41,5,84
Office Supplies,21/9/2013,East,130,5,393
Office Supplies,21/9/2013,West,3,4,12
Office Supplies,21/9/2013,West,88,2,272
Office Supplies,21/9/2013,West,16,2,49
Office Supplies,21/9/2013,West,30,9,66
Office Supplies,21/9/2013,West,38,2,78
Furniture,21/9/2013,South,-11,1,98
Furniture,21/9/2013,South,1,2,17
Office Supplies,23/9/2013,East,20,2,64
Office Supplies,23/9/2013,East,37,6,128
Furniture,23/9/2013,Central,8,2,19
Office Supplies,23/9/2013,South,-6,9,8
Office Supplies,23/9/2013,South,6,2,17
Furniture,23/9/2013,West,9,7,68
Furniture,23/9/2013,South,6,2,13
Office Supplies,23/9/2013,Central,16,6,36
Office Supplies,23/9/2013,Central,17,7,36
Office Supplies,23/9/2013,East,1,3,8
Technology,23/9/2013,Central,27,2,98
Office Supplies,23/9/2013,South,5,3,41
Office Supplies,23/9/2013,East,5,5,17
Technology,23/9/2013,South,6,8,64
Furniture,24/9/2013,East,8,4,28
Office Supplies,24/9/2013,West,2,2,4
Office Supplies,24/9/2013,West,9,3,19
Office Supplies,24/9/2013,West,4,2,14
Office Supplies,24/9/2013,East,-10,7,12
Office Supplies,24/9/2013,East,4,3,12
Furniture,24/9/2013,East,-27,6,533
Furniture,24/9/2013,West,-21,3,185
Office Supplies,24/9/2013,East,0,2,5
Office Supplies,24/9/2013,West,4,4,13
Furniture,24/9/2013,South,81,3,369
Office Supplies,24/9/2013,South,34,5,118
Office Supplies,24/9/2013,East,4,7,11
Furniture,25/9/2013,West,23,5,63
Office Supplies,25/9/2013,Central,-730,7,442
Office Supplies,25/9/2013,West,21,5,42
Office Supplies,25/9/2013,West,3,2,42
Furniture,25/9/2013,Central,22,3,128
Furniture,25/9/2013,West,56,5,563
Office Supplies,25/9/2013,West,143,5,305
Office Supplies,25/9/2013,Central,3,1,6
Office Supplies,25/9/2013,Central,3,1,6
Furniture,25/9/2013,East,-13,2,155
Furniture,25/9/2013,West,8,2,21
Office Supplies,25/9/2013,West,-96,9,511
Furniture,26/9/2013,West,84,2,478
Office Supplies,26/9/2013,East,18,1,286
Office Supplies,26/9/2013,East,-5,2,24
Office Supplies,26/9/2013,East,-83,3,332
Office Supplies,26/9/2013,West,-4,1,5
Office Supplies,26/9/2013,West,23,9,60
Furniture,26/9/2013,West,-204,3,393
Furniture,26/9/2013,Central,50,2,202
Furniture,26/9/2013,Central,17,11,69
Office Supplies,26/9/2013,Central,1,1,3
Technology,26/9/2013,Central,175,5,500
Furniture,26/9/2013,West,60,4,483
Office Supplies,26/9/2013,West,2,2,6
Office Supplies,26/9/2013,West,7,4,17
Office Supplies,26/9/2013,West,15,2,30
Office Supplies,26/9/2013,West,2,1,5
Office Supplies,26/9/2013,West,5,5,11
Office Supplies,26/9/2013,Central,5,4,16
Technology,26/9/2013,West,162,3,480
Technology,26/9/2013,West,4,8,45
Office Supplies,27/9/2013,West,13,5,35
Office Supplies,27/9/2013,West,4,3,8
Office Supplies,27/9/2013,West,13,5,30
Office Supplies,27/9/2013,West,14,3,51
Office Supplies,27/9/2013,Central,-12,2,7
Furniture,27/9/2013,Central,-136,5,455
Office Supplies,27/9/2013,Central,-251,2,93
Office Supplies,27/9/2013,West,6,2,13
Office Supplies,27/9/2013,West,66,6,237
Office Supplies,27/9/2013,West,15,5,30
Technology,27/9/2013,West,21,4,100
Furniture,27/9/2013,Central,-96,3,748
Furniture,27/9/2013,West,20,5,425
Office Supplies,27/9/2013,Central,-25,2,16
Office Supplies,27/9/2013,Central,3,2,9
Office Supplies,27/9/2013,Central,4,1,10
Technology,27/9/2013,South,-76,3,432
Office Supplies,28/9/2013,South,5,3,14
Office Supplies,28/9/2013,South,9,3,18
Office Supplies,28/9/2013,East,-2,3,3
Furniture,28/9/2013,Central,-225,7,957
Technology,28/9/2013,West,125,2,1002
Office Supplies,29/9/2013,Central,31,4,99
Office Supplies,30/9/2013,Central,11,7,41
Office Supplies,30/9/2013,West,9,1,19
Office Supplies,30/9/2013,West,1,4,10
Office Supplies,30/9/2013,East,5,4,16
Office Supplies,30/9/2013,South,8,9,26
Office Supplies,30/9/2013,South,30,3,63
Office Supplies,30/9/2013,West,10,5,27
Technology,30/9/2013,South,71,3,210
Technology,30/9/2013,West,15,1,36
Technology,30/9/2013,West,75,3,859
Office Supplies,1/10/2013,Central,-3,2,2
Furniture,1/10/2013,East,-26,5,524
Office Supplies,2/10/2013,Central,10,1,28
Technology,2/10/2013,Central,21,3,80
Furniture,2/10/2013,Central,11,5,42
Furniture,2/10/2013,West,12,4,195
Technology,2/10/2013,Central,19,2,70
Furniture,2/10/2013,East,-116,1,331
Office Supplies,2/10/2013,South,5,8,31
Office Supplies,2/10/2013,South,-4,4,5
Office Supplies,3/10/2013,West,-40,6,55
Office Supplies,3/10/2013,East,17,3,61
Office Supplies,3/10/2013,Central,10,2,34
Office Supplies,3/10/2013,Central,17,7,34
Office Supplies,3/10/2013,Central,331,2,736
Office Supplies,3/10/2013,Central,5,2,32
Technology,3/10/2013,Central,8400,5,17500
Office Supplies,4/10/2013,Central,5,2,16
Furniture,4/10/2013,Central,-30,5,38
Furniture,4/10/2013,West,103,4,915
Office Supplies,4/10/2013,West,3,2,6
Office Supplies,4/10/2013,West,46,2,98
Office Supplies,4/10/2013,West,4,2,9
Furniture,4/10/2013,East,93,6,599
Office Supplies,5/10/2013,Central,19,7,60
Furniture,5/10/2013,South,3,3,12
Office Supplies,5/10/2013,East,14,1,30
Office Supplies,5/10/2013,East,35,3,119
Technology,5/10/2013,South,20,3,53
Technology,5/10/2013,East,2592,9,5400
Furniture,5/10/2013,East,-24,2,239
Office Supplies,7/10/2013,Central,14,5,29
Office Supplies,7/10/2013,West,-9,4,12
Office Supplies,7/10/2013,West,-15,4,18
Technology,7/10/2013,West,1,5,68
Technology,7/10/2013,West,-938,6,704
Technology,8/10/2013,West,63,3,838
Office Supplies,8/10/2013,East,2,2,5
Office Supplies,8/10/2013,West,1,12,93
Office Supplies,8/10/2013,West,5,2,11
Office Supplies,8/10/2013,West,9,2,27
Office Supplies,9/10/2013,West,28,2,62
Office Supplies,9/10/2013,South,-68,5,388
Furniture,9/10/2013,Central,-32,8,52
Office Supplies,9/10/2013,Central,20,6,60
Furniture,10/10/2013,East,-25,4,333
Office Supplies,10/10/2013,East,6,4,19
Furniture,10/10/2013,West,0,2,170
Office Supplies,10/10/2013,West,0,1,1
Technology,10/10/2013,East,-16,4,24
Furniture,11/10/2013,Central,-6,4,14
Furniture,11/10/2013,West,-191,3,91
Furniture,11/10/2013,West,14,1,121
Office Supplies,11/10/2013,Central,-26,2,16
Technology,11/10/2013,West,-3,1,16
Office Supplies,11/10/2013,South,-3,3,4
Office Supplies,11/10/2013,South,-4,2,21
Office Supplies,12/10/2013,Central,1,2,5
Office Supplies,12/10/2013,Central,3,3,28
Furniture,14/10/2013,West,4,3,25
Furniture,14/10/2013,West,-466,5,727
Furniture,14/10/2013,Central,-150,5,140
Furniture,14/10/2013,West,21,14,43
Office Supplies,14/10/2013,Central,1,1,16
Office Supplies,14/10/2013,Central,-11,7,6
Office Supplies,14/10/2013,Central,3,2,8
Office Supplies,14/10/2013,West,3,4,12
Office Supplies,14/10/2013,West,27,3,76
Office Supplies,14/10/2013,West,2,2,4
Office Supplies,14/10/2013,West,17,1,35
Office Supplies,14/10/2013,West,10,3,20
Office Supplies,14/10/2013,West,18,6,66
Technology,14/10/2013,Central,24,3,192
Furniture,14/10/2013,East,34,3,82
Office Supplies,14/10/2013,East,12,5,35
Office Supplies,14/10/2013,East,11,5,25
Office Supplies,14/10/2013,East,18,2,38
Office Supplies,14/10/2013,East,24,3,100
Office Supplies,15/10/2013,East,55,2,112
Technology,15/10/2013,East,273,7,1092
Technology,15/10/2013,West,30,3,177
Technology,15/10/2013,Central,544,5,1650
Furniture,15/10/2013,South,10,1,103
Office Supplies,15/10/2013,South,13,4,35
Office Supplies,15/10/2013,South,15,1,39
Office Supplies,15/10/2013,South,34,3,93
Office Supplies,15/10/2013,South,1,2,13
Technology,15/10/2013,South,6,1,23
Office Supplies,16/10/2013,South,14,3,43
Office Supplies,16/10/2013,South,116,7,233
Office Supplies,16/10/2013,South,33,6,67
Office Supplies,16/10/2013,Central,252,3,869
Office Supplies,16/10/2013,Central,56,4,122
Office Supplies,16/10/2013,Central,10,7,20
Office Supplies,16/10/2013,Central,14,6,29
Office Supplies,16/10/2013,Central,6,2,13
Office Supplies,16/10/2013,West,13,5,42
Office Supplies,16/10/2013,West,33,8,72
Office Supplies,16/10/2013,West,21,2,46
Office Supplies,16/10/2013,West,29,9,60
Technology,16/10/2013,Central,1,1,6
Furniture,17/10/2013,East,-38,1,142
Furniture,18/10/2013,East,12,1,121
