Order Date,Postal Code,Region,State,Profit,Profit Ratio,Sales
14/10/2013,78041,Central,Texas,3,0.363,8
14/10/2013,95661,West,California,3,0.3,12
14/10/2013,95661,West,California,27,0.35,76
14/10/2013,95661,West,California,2,0.49,4
14/10/2013,95661,West,California,17,0.47,35
14/10/2013,95661,West,California,10,0.48,20
14/10/2013,95661,West,California,18,0.28,66
14/10/2013,78041,Central,Texas,24,0.125,192
14/10/2013,10024,East,New York,34,0.41,82
14/10/2013,10024,East,New York,12,0.36,35
14/10/2013,10024,East,New York,11,0.46,25
14/10/2013,10024,East,New York,18,0.48,38
14/10/2013,10024,East,New York,24,0.24,100
15/10/2013,10009,East,New York,55,0.49,112
15/10/2013,10009,East,New York,273,0.25,1092
15/10/2013,98115,West,Washington,30,0.17,177
15/10/2013,54915,Central,Wisconsin,544,0.33,1650
15/10/2013,28540,South,North Carolina,10,0.1,103
15/10/2013,28540,South,North Carolina,13,0.375,35
15/10/2013,28540,South,North Carolina,15,0.375,39
15/10/2013,28540,South,North Carolina,34,0.363,93
15/10/2013,28540,South,North Carolina,1,0.113,13
15/10/2013,28540,South,North Carolina,6,0.263,23
16/10/2013,22153,South,Virginia,14,0.33,43
16/10/2013,22153,South,Virginia,116,0.5,233
16/10/2013,22153,South,Virginia,33,0.49,67
16/10/2013,73120,Central,Oklahoma,252,0.29,869
16/10/2013,73120,Central,Oklahoma,56,0.46,122
16/10/2013,73120,Central,Oklahoma,10,0.49,20
16/10/2013,73120,Central,Oklahoma,14,0.49,29
16/10/2013,73120,Central,Oklahoma,6,0.48,13
16/10/2013,84106,West,Utah,13,0.313,42
16/10/2013,84106,West,Utah,33,0.46,72
16/10/2013,84106,West,Utah,21,0.46,46
16/10/2013,84106,West,Utah,29,0.48,60
16/10/2013,73120,Central,Oklahoma,1,0.25,6
17/10/2013,10011,East,New York,-38,-0.267,142
18/10/2013,8861,East,New Jersey,12,0.1,121
18/10/2013,8861,East,New Jersey,149,0.47,316
18/10/2013,94122,West,California,7,0.363,18
18/10/2013,93727,West,California,21,0.176,121
18/10/2013,65203,Central,Missouri,752,0.39,1928
18/10/2013,65203,Central,Missouri,220,0.49,450
19/10/2013,85281,West,Arizona,-35,-0.113,308
21/10/2013,90049,West,California,6,0.313,19
21/10/2013,43055,East,Ohio,1,0.1,7
21/10/2013,77095,Central,Texas,-15,-0.257,57
21/10/2013,77095,Central,Texas,8,0.313,25
21/10/2013,77095,Central,Texas,16,0.313,51
21/10/2013,92020,West,California,5,0.013,387
21/10/2013,22204,South,Virginia,18,0.3,61
21/10/2013,48183,Central,Michigan,1,0.07,21
21/10/2013,48183,Central,Michigan,35,0.28,126
21/10/2013,48183,Central,Michigan,52,0.27,192
22/10/2013,6040,East,Connecticut,271,0.26,1044
22/10/2013,6040,East,Connecticut,10,0.45,23
22/10/2013,6040,East,Connecticut,29,0.28,105
22/10/2013,6040,East,Connecticut,0,0.02,7
22/10/2013,21215,East,Maryland,10,0.1,98
22/10/2013,38301,South,Tennessee,7,0.062,112
22/10/2013,92037,West,California,2,0.01,154
22/10/2013,78207,Central,Texas,-9,-0.088,106
22/10/2013,44107,East,Ohio,-231,-0.35,661
22/10/2013,33311,South,Florida,10,0.213,46
22/10/2013,19711,East,Delaware,4,0.45,8
22/10/2013,33311,South,Florida,-21,-0.733,29
22/10/2013,89031,West,Nevada,29,0.26,113
22/10/2013,89031,West,Nevada,1644,0.363,4536
22/10/2013,89031,West,Nevada,18,0.49,36
22/10/2013,90045,West,California,12,0.05,242
22/10/2013,90045,West,California,6,0.28,20
22/10/2013,90045,West,California,6,0.46,12
22/10/2013,92503,West,California,11,0.49,23
22/10/2013,90045,West,California,3,0.01,341
22/10/2013,43229,East,Ohio,-47,-0.2,235
23/10/2013,98105,West,Washington,31,0.3,102
23/10/2013,98105,West,Washington,2,0.27,8
23/10/2013,98105,West,Washington,3,0.48,7
23/10/2013,23223,South,Virginia,11,0.28,40
23/10/2013,48227,Central,Michigan,10,0.32,31
24/10/2013,98103,West,Washington,8,0.48,17
24/10/2013,60610,Central,Illinois,-12,-0.75,16
24/10/2013,60610,Central,Illinois,18,0.325,55
24/10/2013,10024,East,New York,178,0.47,379
25/10/2013,94109,West,California,86,0.43,200
25/10/2013,77041,Central,Texas,5,0.35,16
25/10/2013,90032,West,California,22,0.06,360
25/10/2013,90032,West,California,21,0.21,100
25/10/2013,94110,West,California,162,0.36,450
25/10/2013,37087,South,Tennessee,18,0.075,240
26/10/2013,33180,South,Florida,78,0.1,784
28/10/2013,10011,East,New York,81,0.189,428
28/10/2013,10011,East,New York,3,0.338,10
28/10/2013,10011,East,New York,13,0.31,41
28/10/2013,10011,East,New York,1,0.04,33
28/10/2013,94122,West,California,25,0.375,67
28/10/2013,23666,South,Virginia,76,0.26,291
28/10/2013,12180,East,New York,19,0.48,40
28/10/2013,94122,West,California,12,0.27,44
28/10/2013,94122,West,California,8,0.313,25
29/10/2013,33437,South,Florida,14,0.288,48
29/10/2013,33437,South,Florida,0,0,64
29/10/2013,33437,South,Florida,41,0.25,165
29/10/2013,14609,East,New York,76,0.1,757
29/10/2013,33437,South,Florida,-30,-0.8,37
29/10/2013,94109,West,California,17,0.35,50
29/10/2013,94109,West,California,25,0.5,51
29/10/2013,10009,East,New York,5,0.42,12
29/10/2013,90032,West,California,26,0.28,93
29/10/2013,90032,West,California,23,0.075,302
29/10/2013,33614,South,Florida,-27,-0.7,38
29/10/2013,7109,East,New Jersey,38,0.49,78
29/10/2013,7109,East,New Jersey,7,0.46,14
29/10/2013,7109,East,New Jersey,27,0.48,57
29/10/2013,7109,East,New Jersey,16,0.48,32
29/10/2013,7109,East,New Jersey,11,0.01,1082
29/10/2013,27834,South,North Carolina,-14,-0.8,18
30/10/2013,48911,Central,Michigan,32,0.48,67
30/10/2013,90008,West,California,4,0.325,12
30/10/2013,8302,East,New Jersey,3,0.26,12
30/10/2013,8302,East,New Jersey,0,0.01,41
31/10/2013,10011,East,New York,32,0.28,115
31/10/2013,10011,East,New York,10,0.35,29
31/10/2013,48310,Central,Michigan,4,0.3,12
31/10/2013,93405,West,California,1,0.33,4
1/11/2013,33021,South,Florida,11,0.35,32
1/11/2013,90045,West,California,282,0.26,1085
1/11/2013,74133,Central,Oklahoma,81,0.22,369
1/11/2013,94109,West,California,70,0.05,1404
1/11/2013,74133,Central,Oklahoma,3,0.28,12
1/11/2013,74133,Central,Oklahoma,10,0.03,333
1/11/2013,74133,Central,Oklahoma,6,0.28,22
1/11/2013,19143,East,Pennsylvania,-14,-0.029,493
2/11/2013,77301,Central,Texas,7,0.062,112
2/11/2013,24153,South,Virginia,118,0.47,252
2/11/2013,24153,South,Virginia,6,0.28,22
2/11/2013,60610,Central,Illinois,18,0.263,68
4/11/2013,97206,West,Oregon,-3,-0.833,4
4/11/2013,97206,West,Oregon,-252,-1.4,180
4/11/2013,90032,West,California,-30,-0.138,218
4/11/2013,90032,West,California,430,0.39,1101
4/11/2013,90032,West,California,41,0.47,88
4/11/2013,90032,West,California,29,0.35,83
4/11/2013,19120,East,Pennsylvania,-13,-0.029,470
4/11/2013,98270,West,Washington,2,0.27,9
4/11/2013,19120,East,Pennsylvania,14,0.2,72
4/11/2013,42420,South,Kentucky,9,0.38,24
4/11/2013,42420,South,Kentucky,160,0.19,843
4/11/2013,42420,South,Kentucky,3,0.3,9
4/11/2013,42420,South,Kentucky,2,0.26,8
4/11/2013,42420,South,Kentucky,10,0.48,20
4/11/2013,90049,West,California,14,0.33,43
4/11/2013,90049,West,California,16,0.363,44
4/11/2013,90049,West,California,3,0.325,9
4/11/2013,90049,West,California,5,0.33,15
4/11/2013,90049,West,California,151,0.48,315
4/11/2013,90049,West,California,57,0.49,116
4/11/2013,90049,West,California,9,0.48,19
4/11/2013,75217,Central,Texas,3,0.363,9
4/11/2013,50322,Central,Iowa,23,0.3,76
4/11/2013,50322,Central,Iowa,13,0.49,27
5/11/2013,40214,South,Kentucky,5,0.49,11
5/11/2013,91911,West,California,56,0.29,193
5/11/2013,94122,West,California,16,0.43,38
5/11/2013,28205,South,North Carolina,-292,-0.333,876
5/11/2013,97405,West,Oregon,-98,-0.15,650
5/11/2013,97405,West,Oregon,-14,-0.138,105
5/11/2013,28205,South,North Carolina,4,0.088,45
5/11/2013,28205,South,North Carolina,-35,-0.188,185
5/11/2013,97405,West,Oregon,228,0.363,629
5/11/2013,97405,West,Oregon,17,0.35,48
5/11/2013,97405,West,Oregon,5,0.35,15
5/11/2013,97405,West,Oregon,-4,-0.238,18
5/11/2013,77041,Central,Texas,-6,-0.5,11
5/11/2013,77041,Central,Texas,-84,-1.275,66
5/11/2013,98103,West,Washington,36,0.17,210
5/11/2013,90004,West,California,1,0.313,4
5/11/2013,90004,West,California,3,0.363,8
5/11/2013,90004,West,California,19,0.48,39
5/11/2013,92037,West,California,77,0.113,686
5/11/2013,33180,South,Florida,8,0.163,50
6/11/2013,78041,Central,Texas,4,0.375,12
6/11/2013,23464,South,Virginia,71,0.26,274
6/11/2013,23464,South,Virginia,76,0.1,757
6/11/2013,95123,West,California,10,0.088,114
6/11/2013,95123,West,California,77,0.49,158
6/11/2013,23464,South,Virginia,19,0.21,90
6/11/2013,95123,West,California,13,0.18,72
6/11/2013,94109,West,California,20,0.375,53
6/11/2013,77036,Central,Texas,-225,-0.235,957
6/11/2013,77036,Central,Texas,-160,-0.186,863
6/11/2013,77036,Central,Texas,-20,-1.6,13
6/11/2013,77036,Central,Texas,-6,-1.75,4
6/11/2013,77036,Central,Texas,45,0.263,172
6/11/2013,98105,West,Washington,53,0.11,480
6/11/2013,46226,Central,Indiana,16,0.41,40
6/11/2013,46226,Central,Indiana,50,0.48,105
6/11/2013,46226,Central,Indiana,25,0.48,52
6/11/2013,95123,West,California,10,0.338,29
6/11/2013,19134,East,Pennsylvania,-16,-0.667,24
7/11/2013,32216,South,Florida,-29,-0.138,208
7/11/2013,32216,South,Florida,6,0.163,36
7/11/2013,32216,South,Florida,31,0.35,89
7/11/2013,32216,South,Florida,13,0.35,36
7/11/2013,90004,West,California,-9,-0.113,81
7/11/2013,90004,West,California,26,0.11,239
7/11/2013,92105,West,California,23,0.27,85
8/11/2013,14609,East,New York,90,0.325,277
8/11/2013,8701,East,New Jersey,0,0.02,15
8/11/2013,14609,East,New York,6,0.48,13
8/11/2013,14609,East,New York,6,0.05,117
8/11/2013,90036,West,California,12,0.313,37
8/11/2013,90036,West,California,9,0.325,27
8/11/2013,90036,West,California,7,0.47,15
8/11/2013,90036,West,California,3,0.29,11
8/11/2013,14609,East,New York,71,0.27,264
8/11/2013,14609,East,New York,101,0.28,360
8/11/2013,98115,West,Washington,10,0.35,28
8/11/2013,75220,Central,Texas,-18,-0.4,44
8/11/2013,94110,West,California,6,0.42,15
8/11/2013,82001,West,Wyoming,100,0.063,1603
8/11/2013,75220,Central,Texas,20,0.063,314
8/11/2013,94122,West,California,20,0.35,58
8/11/2013,92054,West,California,6,0.49,13
8/11/2013,43055,East,Ohio,22,0.188,120
8/11/2013,94122,West,California,163,0.34,480
9/11/2013,42420,South,Kentucky,42,0.16,262
9/11/2013,42420,South,Kentucky,220,0.3,732
10/11/2013,94601,West,California,178,0.37,480
11/11/2013,73120,Central,Oklahoma,55,0.16,342
11/11/2013,45373,East,Ohio,11,0.35,31
11/11/2013,43615,East,Ohio,-2,-0.063,39
11/11/2013,43615,East,Ohio,-3,-0.225,15
11/11/2013,94122,West,California,25,0.35,70
11/11/2013,94122,West,California,42,0.27,156
11/11/2013,94122,West,California,4,0.338,13
11/11/2013,94122,West,California,16,0.48,32
11/11/2013,73120,Central,Oklahoma,62,0.28,222
11/11/2013,90036,West,California,192,0.41,467
11/11/2013,94110,West,California,4,0.15,30
11/11/2013,90036,West,California,39,0.3,130
11/11/2013,90036,West,California,4,0.27,15
11/11/2013,90036,West,California,2,0.35,5
11/11/2013,90036,West,California,33,0.48,68
11/11/2013,90036,West,California,29,0.47,61
11/11/2013,90036,West,California,187,0.26,721
11/11/2013,65807,Central,Missouri,17,0.46,37
11/11/2013,45503,East,Ohio,30,0.2,148
11/11/2013,10009,East,New York,1,0.375,4
11/11/2013,65807,Central,Missouri,39,0.48,82
11/11/2013,10011,East,New York,7,0.363,20
11/11/2013,10011,East,New York,17,0.338,50
11/11/2013,45503,East,Ohio,29,0.087,335
11/11/2013,45503,East,Ohio,-47,-0.667,70
11/11/2013,45503,East,Ohio,3,0.363,9
11/11/2013,45503,East,Ohio,8,0.338,22
11/11/2013,45503,East,Ohio,32,0.363,90
11/11/2013,45503,East,Ohio,2,0.363,5
11/11/2013,77036,Central,Texas,49,0.175,280
11/11/2013,10009,East,New York,220,0.25,882
11/11/2013,45503,East,Ohio,-29,-0.163,179
11/11/2013,45503,East,Ohio,-10,-0.233,42
11/11/2013,95823,West,California,3,0.28,10
11/11/2013,31088,South,Georgia,10,0.25,42
12/11/2013,60004,Central,Illinois,1,0.088,14
12/11/2013,32712,South,Florida,50,0.075,672
12/11/2013,32712,South,Florida,-7,-0.7,10
12/11/2013,94110,West,California,2,0.32,7
12/11/2013,94110,West,California,0,0,451
12/11/2013,94110,West,California,11,0.26,42
12/11/2013,10011,East,New York,8,0.033,246
12/11/2013,10011,East,New York,21,0.25,83
12/11/2013,94110,West,California,11,0.35,32
12/11/2013,10011,East,New York,25,0.27,93
12/11/2013,10011,East,New York,17,0.313,55
12/11/2013,10011,East,New York,11,0.325,35
12/11/2013,10011,East,New York,8,0.28,28
12/11/2013,48234,Central,Michigan,75,0.29,258
12/11/2013,10011,East,New York,15,0.25,60
12/11/2013,10011,East,New York,6,0.18,36
12/11/2013,60623,Central,Illinois,-2,-0.043,48
12/11/2013,46060,Central,Indiana,241,0.09,2679
12/11/2013,60623,Central,Illinois,1,0.012,96
13/11/2013,60623,Central,Illinois,-9,-0.375,23
13/11/2013,92024,West,California,-8,-0.013,674
13/11/2013,46350,Central,Indiana,11,0.28,38
13/11/2013,46350,Central,Indiana,6,0.27,21
13/11/2013,46350,Central,Indiana,9,0.5,17
13/11/2013,46350,Central,Indiana,129,0.45,288
13/11/2013,46350,Central,Indiana,9,0.45,20
13/11/2013,92024,West,California,25,0.125,204
13/11/2013,44134,East,Ohio,-21,-0.014,1475
13/11/2013,44134,East,Ohio,-13,-0.029,449
13/11/2013,44134,East,Ohio,0,0,1537
13/11/2013,44134,East,Ohio,33,0.3,110
13/11/2013,44134,East,Ohio,5,0.325,17
13/11/2013,85204,West,Arizona,-5,-0.733,6
13/11/2013,85204,West,Arizona,-3,-0.767,4
13/11/2013,85204,West,Arizona,2,0.062,32
14/11/2013,73120,Central,Oklahoma,13,0.43,30
14/11/2013,98103,West,Washington,7,0.37,20
14/11/2013,27360,South,North Carolina,6,0.113,52
14/11/2013,60035,Central,Illinois,-5,-1.5,3
14/11/2013,19143,East,Pennsylvania,79,0.363,217
14/11/2013,98661,West,Washington,11,0.26,44
14/11/2013,10011,East,New York,39,0.28,141
14/11/2013,10011,East,New York,7,0.28,25
14/11/2013,10011,East,New York,10,0.27,37
14/11/2013,10011,East,New York,20,0.26,78
14/11/2013,98002,West,Washington,2,0.36,4
14/11/2013,10011,East,New York,7,0.46,15
14/11/2013,10011,East,New York,593,0.26,2280
15/11/2013,90049,West,California,3,0.29,10
15/11/2013,30318,South,Georgia,4,0.47,8
15/11/2013,30318,South,Georgia,2,0.45,5
15/11/2013,30318,South,Georgia,115,0.23,500
15/11/2013,10009,East,New York,73,0.178,408
15/11/2013,10009,East,New York,11,0.26,40
15/11/2013,77041,Central,Texas,-4,-1.7,2
15/11/2013,10035,East,New York,6,0.26,24
15/11/2013,21215,East,Maryland,25,0.28,90
15/11/2013,10035,East,New York,4,0.28,14
15/11/2013,19134,East,Pennsylvania,-22,-0.057,380
15/11/2013,19134,East,Pennsylvania,10,0.2,49
15/11/2013,94110,West,California,3,0.47,7
15/11/2013,19134,East,Pennsylvania,180,0.15,1200
15/11/2013,19711,East,Delaware,7,0.33,20
15/11/2013,19711,East,Delaware,8,0.46,16
16/11/2013,27217,South,North Carolina,-200,-0.317,630
16/11/2013,90049,West,California,13,0.35,38
16/11/2013,90049,West,California,381,0.375,1017
16/11/2013,92024,West,California,27,0.075,361
16/11/2013,90008,West,California,41,0.41,99
17/11/2013,95661,West,California,3,0.338,8
17/11/2013,88220,West,New Mexico,13,0.47,28
18/11/2013,75056,Central,Texas,6,0.363,15
18/11/2013,94122,West,California,13,0.27,50
18/11/2013,75056,Central,Texas,7,0.1,67
18/11/2013,88220,West,New Mexico,3,0.313,11
19/11/2013,94521,West,California,22,0.363,61
19/11/2013,35810,South,Alabama,528,0.4,1320
19/11/2013,77506,Central,Texas,-18,-0.071,255
19/11/2013,77506,Central,Texas,1,0.163,6
19/11/2013,77506,Central,Texas,16,0.325,49
19/11/2013,77506,Central,Texas,7,0.338,20
19/11/2013,90008,West,California,18,0.27,68
19/11/2013,92105,West,California,95,0.16,595
19/11/2013,90008,West,California,6,0.1,61
19/11/2013,48180,Central,Michigan,33,0.11,302
19/11/2013,73120,Central,Oklahoma,56,0.05,1118
19/11/2013,44240,East,Ohio,17,0.163,104
20/11/2013,28540,South,North Carolina,6,0.325,18
20/11/2013,46203,Central,Indiana,16,0.29,55
20/11/2013,98115,West,Washington,2,0.05,32
20/11/2013,77041,Central,Texas,-1,-0.325,2
20/11/2013,77041,Central,Texas,-2,-1.7,1
20/11/2013,77041,Central,Texas,-17,-1.6,11
20/11/2013,77041,Central,Texas,14,0.338,41
20/11/2013,77041,Central,Texas,22,0.375,58
20/11/2013,77041,Central,Texas,4,0.35,10
20/11/2013,77041,Central,Texas,-16,-0.163,101
20/11/2013,10024,East,New York,5,0.325,14
20/11/2013,10024,East,New York,19,0.27,69
20/11/2013,10024,East,New York,3,0.04,65
20/11/2013,77041,Central,Texas,25,0.35,72
20/11/2013,11561,East,New York,2,0.26,9
20/11/2013,11561,East,New York,21,0.46,45
20/11/2013,14304,East,New York,5,0.29,17
20/11/2013,14304,East,New York,6,0.363,18
21/11/2013,45231,East,Ohio,-2,-0.733,3
21/11/2013,45231,East,Ohio,-11,-0.733,14
21/11/2013,45231,East,Ohio,5,0.325,16
21/11/2013,43229,East,Ohio,-49,-0.56,87
21/11/2013,73034,Central,Oklahoma,7,0.47,15
21/11/2013,19711,East,Delaware,63,0.49,128
21/11/2013,43229,East,Ohio,7,0.35,19
21/11/2013,43229,East,Ohio,6,0.338,18
21/11/2013,73034,Central,Oklahoma,236,0.25,945
21/11/2013,77041,Central,Texas,13,0.088,151
21/11/2013,90640,West,California,4,0.14,28
21/11/2013,43229,East,Ohio,54,0.213,256
21/11/2013,32839,South,Florida,11,0.037,290
21/11/2013,47201,Central,Indiana,2,0.47,5
21/11/2013,47201,Central,Indiana,4,0.45,9
21/11/2013,47201,Central,Indiana,151,0.48,315
21/11/2013,32839,South,Florida,4,0.113,40
21/11/2013,32839,South,Florida,24,0.1,245
21/11/2013,77095,Central,Texas,-77,-0.243,318
21/11/2013,77095,Central,Texas,-3,-0.4,7
21/11/2013,90004,West,California,11,0.29,39
21/11/2013,77095,Central,Texas,46,0.375,123
22/11/2013,10009,East,New York,13,0.113,114
22/11/2013,50315,Central,Iowa,20,0.49,40
22/11/2013,50315,Central,Iowa,109,0.27,405
22/11/2013,43229,East,Ohio,-9,-0.071,128
22/11/2013,43229,East,Ohio,16,0.2,78
22/11/2013,97030,West,Oregon,-12,-0.063,195
22/11/2013,60610,Central,Illinois,13,0.35,38
22/11/2013,60610,Central,Illinois,2,0.075,22
22/11/2013,90049,West,California,16,0.48,32
22/11/2013,60610,Central,Illinois,2,0.025,82
22/11/2013,43229,East,Ohio,-24,-0.8,30
22/11/2013,10035,East,New York,6,0.49,13
23/11/2013,10009,East,New York,11,0.28,40
23/11/2013,48205,Central,Michigan,24,0.49,49
23/11/2013,10009,East,New York,7,0.36,21
23/11/2013,10009,East,New York,4,0.338,12
23/11/2013,77095,Central,Texas,3,0.113,24
23/11/2013,77095,Central,Texas,-7,-1.5,4
23/11/2013,77095,Central,Texas,-10,-1.55,6
23/11/2013,77095,Central,Texas,1,0.325,2
23/11/2013,10009,East,New York,47,0.35,134
23/11/2013,77095,Central,Texas,-1,-0.025,24
24/11/2013,19140,East,Pennsylvania,12,0.175,70
24/11/2013,19140,East,Pennsylvania,4,0.275,14
24/11/2013,19140,East,Pennsylvania,2,0.15,16
25/11/2013,75217,Central,Texas,2,0.113,14
25/11/2013,75217,Central,Texas,1,0.2,4
25/11/2013,75217,Central,Texas,23,0.313,74
25/11/2013,75217,Central,Texas,4,0.088,42
25/11/2013,10035,East,New York,6,0.35,17
25/11/2013,10035,East,New York,6,0.49,12
25/11/2013,10035,East,New York,3,0.48,6
25/11/2013,44105,East,Ohio,15,0.375,41
25/11/2013,75217,Central,Texas,-2,-0.025,95
25/11/2013,75217,Central,Texas,-7,-0.025,298
25/11/2013,10035,East,New York,11,0.13,88
25/11/2013,44105,East,Ohio,-23,-0.163,140
25/11/2013,21215,East,Maryland,85,0.41,208
25/11/2013,98105,West,Washington,381,0.313,1220
25/11/2013,98006,West,Washington,8,0.3,25
25/11/2013,75081,Central,Texas,49,0.075,658
25/11/2013,97504,West,Oregon,8,0.313,25
25/11/2013,90036,West,California,211,0.125,1685
25/11/2013,33012,South,Florida,8,0.025,340
25/11/2013,33012,South,Florida,4,0.1,42
25/11/2013,33012,South,Florida,3,0.325,11
25/11/2013,90036,West,California,190,0.34,560
25/11/2013,90036,West,California,218,0.33,660
25/11/2013,90045,West,California,3,0.31,10
25/11/2013,98105,West,Washington,34,0.41,82
25/11/2013,19143,East,Pennsylvania,2,0.363,4
25/11/2013,90045,West,California,3,0.1,34
26/11/2013,72401,South,Arkansas,18,0.3,60
26/11/2013,90032,West,California,19,0.1,194
26/11/2013,49201,Central,Michigan,329,0.21,1569
26/11/2013,49201,Central,Michigan,8,0.48,17
26/11/2013,49201,Central,Michigan,62,0.39,160
26/11/2013,35810,South,Alabama,20,0.27,73
26/11/2013,7060,East,New Jersey,68,0.12,563
26/11/2013,32216,South,Florida,2,0.325,5
26/11/2013,7060,East,New Jersey,118,0.37,320
26/11/2013,43130,East,Ohio,-304,-0.667,457
26/11/2013,43130,East,Ohio,12,0.2,60
26/11/2013,43130,East,Ohio,-6600,-1.467,4500
27/11/2013,19120,East,Pennsylvania,-58,-0.733,79
27/11/2013,6484,East,Connecticut,6,0.48,13
27/11/2013,6484,East,Connecticut,15,0.25,60
27/11/2013,36608,South,Alabama,46,0.5,92
27/11/2013,36608,South,Alabama,17,0.5,34
27/11/2013,36608,South,Alabama,35,0.49,71
27/11/2013,33142,South,Florida,-3,-0.7,4
27/11/2013,36608,South,Alabama,1459,0.48,3040
27/11/2013,90045,West,California,160,0.047,3407
27/11/2013,90045,West,California,298,0.5,595
27/11/2013,10011,East,New York,-120,-0.383,313
27/11/2013,90045,West,California,19,0.3,65
27/11/2013,90045,West,California,10,0.28,37
27/11/2013,19134,East,Pennsylvania,-115,-0.233,495
27/11/2013,79907,Central,Texas,4,0.238,18
27/11/2013,98105,West,Washington,3,0.35,7
28/11/2013,60623,Central,Illinois,-24,-0.25,98
28/11/2013,85254,West,Arizona,24,0.088,272
28/11/2013,60623,Central,Illinois,20,0.313,62
28/11/2013,7017,East,New Jersey,10,0.28,35
28/11/2013,7017,East,New Jersey,38,0.48,80
28/11/2013,7017,East,New Jersey,100,0.49,205
28/11/2013,7017,East,New Jersey,12,0.48,26
28/11/2013,48146,Central,Michigan,30,0.178,167
28/11/2013,66212,Central,Kansas,70,0.46,152
28/11/2013,66212,Central,Kansas,15,0.44,35
28/11/2013,85023,West,Arizona,4,0.1,40
28/11/2013,7090,East,New Jersey,10,0.33,32
28/11/2013,33311,South,Florida,-114,-0.345,331
28/11/2013,33311,South,Florida,15,0.125,117
29/11/2013,30062,South,Georgia,53,0.29,183
29/11/2013,30062,South,Georgia,316,0.25,1263
29/11/2013,30062,South,Georgia,56,0.05,1126
29/11/2013,30062,South,Georgia,6,0.06,102
29/11/2013,6824,East,Connecticut,3,0.48,7
29/11/2013,32137,South,Florida,-6,-0.767,7
29/11/2013,19140,East,Pennsylvania,-25,-0.071,348
29/11/2013,19140,East,Pennsylvania,-5,-0.733,7
29/11/2013,19140,East,Pennsylvania,3,0.213,13
29/11/2013,19140,East,Pennsylvania,-8,-0.238,33
29/11/2013,19140,East,Pennsylvania,-74,-0.217,340
30/11/2013,75217,Central,Texas,17,0.288,58
30/11/2013,60505,Central,Illinois,-303,-1.25,242
1/12/2013,28601,South,North Carolina,3,0.075,36
1/12/2013,48227,Central,Michigan,35,0.09,390
1/12/2013,48227,Central,Michigan,6,0.46,14
1/12/2013,48227,Central,Michigan,17,0.5,33
1/12/2013,48227,Central,Michigan,25,0.05,497
2/12/2013,93030,West,California,2,0.05,32
2/12/2013,93030,West,California,11,0.49,23
2/12/2013,93030,West,California,23,0.48,48
2/12/2013,93030,West,California,223,0.2,1113
2/12/2013,27604,South,North Carolina,86,0.1,864
2/12/2013,76903,Central,Texas,-1,-0.014,85
2/12/2013,76903,Central,Texas,-18,-0.071,248
2/12/2013,76903,Central,Texas,-31,-2.65,12
2/12/2013,23223,South,Virginia,695,0.33,2105
2/12/2013,23223,South,Virginia,12,0.29,41
2/12/2013,55901,Central,Minnesota,12,0.49,24
2/12/2013,6824,East,Connecticut,150,0.2,752
2/12/2013,20852,East,Maryland,52,0.3,173
2/12/2013,94122,West,California,4,0.26,17
2/12/2013,6824,East,Connecticut,41,0.46,88
2/12/2013,90004,West,California,7,0.3,23
2/12/2013,20852,East,Maryland,45,0.25,180
2/12/2013,2038,East,Massachusetts,49,0.44,111
2/12/2013,2038,East,Massachusetts,-47,-0.129,366
2/12/2013,2038,East,Massachusetts,298,0.33,902
2/12/2013,37918,South,Tennessee,0,0.088,5
2/12/2013,2038,East,Massachusetts,36,0.26,138
2/12/2013,47374,Central,Indiana,5,0.3,17
3/12/2013,77036,Central,Texas,-138,-0.176,782
3/12/2013,77036,Central,Texas,10,0.313,31
3/12/2013,52302,Central,Iowa,54,0.47,116
3/12/2013,95123,West,California,6,0.39,15
3/12/2013,10024,East,New York,135,0.325,415
3/12/2013,10024,East,New York,11,0.325,35
3/12/2013,10024,East,New York,27,0.49,55
3/12/2013,95123,West,California,27,0.45,60
3/12/2013,95123,West,California,9,0.375,25
3/12/2013,95123,West,California,34,0.325,104
3/12/2013,2908,East,Rhode Island,24,0.33,72
3/12/2013,94122,West,California,20,0.49,40
3/12/2013,94122,West,California,12,0.48,26
3/12/2013,94122,West,California,9,0.26,34
3/12/2013,2908,East,Rhode Island,582,0.28,2079
3/12/2013,80501,West,Colorado,-6,-0.038,166
3/12/2013,2908,East,Rhode Island,176,0.28,630
4/12/2013,11572,East,New York,102,0.189,543
4/12/2013,11572,East,New York,-153,-0.383,400
4/12/2013,90045,West,California,51,0.46,112
4/12/2013,11572,East,New York,3,0.48,6
4/12/2013,11572,East,New York,84,0.46,183
4/12/2013,11572,East,New York,10,0.3,34
4/12/2013,90045,West,California,660,0.4,1650
4/12/2013,47374,Central,Indiana,8,0.27,30
4/12/2013,47374,Central,Indiana,105,0.18,582
4/12/2013,95037,West,California,-12,-0.059,206
4/12/2013,95037,West,California,7,0.025,269
4/12/2013,95037,West,California,6,0.27,22
4/12/2013,95037,West,California,7,0.15,49
4/12/2013,19134,East,Pennsylvania,94,0.238,395
4/12/2013,19134,East,Pennsylvania,-15,-0.8,18
4/12/2013,90049,West,California,108,0.14,773
5/12/2013,10024,East,New York,20,0.18,114
5/12/2013,10024,East,New York,1,0.35,2
5/12/2013,10024,East,New York,20,0.49,41
5/12/2013,10024,East,New York,4,0.02,183
5/12/2013,10024,East,New York,12,0.06,194
